time,ch0_delta,ch1_delta,ch2_delta,ch3_delta,ch4_delta,ch5_delta,ch6_delta,ch7_delta
7.75,54.843333333333334,-17.988333333333344,23.430000000000007,0.35666666666668334,33.123333333333335,-26.831666666666678,4.193333333333328,6.805000000000007
7.76,54.83833333333334,-17.99000000000001,23.430000000000007,0.35833333333332007,33.133333333333354,-26.835000000000008,4.201666666666682,6.810000000000002
7.77,54.84166666666667,-17.99000000000001,23.430000000000007,0.3583333333333485,33.129999999999995,-26.831666666666678,4.195000000000022,6.811666666666667
7.78,54.83833333333334,-17.98999999999998,23.430000000000007,0.36166666666665037,33.140000000000015,-26.835000000000008,4.203333333333347,6.816666666666663
7.79,54.84166666666667,-17.991666666666674,23.430000000000007,0.3616666666666788,33.133333333333354,-26.831666666666678,4.196666666666687,6.8183333333333564
7.8,54.83833333333331,-17.991666666666646,23.430000000000007,0.36166666666665037,33.139999999999986,-26.835000000000008,4.2050000000000125,6.821666666666687
7.81,54.84166666666667,-17.99333333333334,23.430000000000007,0.3616666666666788,33.136666666666684,-26.831666666666678,4.198333333333352,6.8233333333333235
7.82,54.83833333333334,-17.994999999999976,23.430000000000007,0.36333333333334394,33.14666666666665,-26.835000000000008,4.206666666666678,6.828333333333347
7.83,54.84166666666667,-17.99666666666667,23.430000000000007,0.36333333333334394,33.140000000000015,-26.831666666666678,4.200000000000017,6.829999999999984
7.84,54.83500000000001,-17.998333333333335,23.430000000000007,0.3650000000000091,33.14999999999998,-26.835000000000008,4.208333333333343,6.835000000000008
7.85,54.83833333333334,-17.998333333333335,23.430000000000007,0.3650000000000091,33.146666666666675,-26.833333333333343,4.201666666666682,6.836666666666645
7.86,54.83500000000001,-18.0,23.430000000000007,0.36666666666667425,33.155,-26.83833333333334,4.210000000000008,6.841666666666669
7.87,54.83833333333334,-18.001666666666694,23.430000000000007,0.36666666666667425,33.14833333333331,-26.836666666666673,4.203333333333347,6.841666666666669
7.88,54.83500000000001,-18.00333333333333,23.430000000000007,0.3683333333333394,33.156666666666666,-26.83833333333334,4.211666666666673,6.846666666666664
7.89,54.83833333333334,-18.00333333333336,23.430000000000007,0.3683333333333394,33.14999999999998,-26.836666666666673,4.2050000000000125,6.846666666666664
7.9,54.83499999999998,-18.004999999999995,23.430000000000007,0.37000000000000455,33.16,-26.84166666666667,4.213333333333338,6.851666666666688
7.91,54.83666666666667,-18.005000000000024,23.430000000000007,0.3716666666666697,33.155,-26.84166666666667,4.206666666666678,6.853333333333325
7.92,54.83333333333334,-18.00666666666666,23.430000000000007,0.3716666666666697,33.16499999999999,-26.845,4.215000000000003,6.8583333333333485
7.93,54.83666666666667,-18.008333333333354,23.430000000000007,0.37333333333333485,33.15833333333333,-26.843333333333334,4.208333333333343,6.85833333333332
7.94,54.83333333333334,-18.00999999999999,23.430000000000007,0.375,33.16666666666666,-26.849999999999994,4.216666666666669,6.863333333333344
